Data Type,TC Reference No.,Face Value,Acquisition Date,Acquisition Price(%),Acquisition Amount,Capital Gain,Days of Holding Interest,Holding Interest Amount,Total Taxable Income,Tax Rate in %,Tax Amount
2,1700386,10000000000,20170905,102.4571,10250000000,4290000,115,218750000,223040000,15,643500
