Transaction Status,Data Type,TD Reference ID,Trade Date,Settlement Date,BR Code,IM Code,Security Code,BUY/SELL,Price,Face Value,TD Reference No.
NEWM,1,,20170928,20170929,YJ001,GMT01,MEDC02BCN5,1,102,10000000000,1700716
