Data Type,TC Reference No.,Face Value,Acquisition Date,Acquisition Price(%),Acquisition Amount,Capital Gain,Days of Holding Interest,Holding Interest Amount,Total Taxable Income,Tax Rate in %,Tax Amount
1,1700234,10000000000,20170725,101.8,10185000000,5000000,162,335640000,340640000,15,750000
