Transaction Status,Data Type,TD Reference ID,Trade Date,Settlement Date,BR Code,IM Code,Security Code,BUY/SELL,Price,Face Value,TD Reference No.
CANC,1,20001,20170725,20170727,YJ001,GMT01,FR0074,2,101.85,10000000000,1700223
