Transaction Status,Data Type,TD Reference ID,Trade Date,Settlement Date,BR Code,IM Code,Security Code,BUY/SELL,Price,Face Value,TD Reference No.
CANC,1,200002,20170713,20170717,YJ001,GMT01,FR0072,1,105.5,12000000000,1700224
