Data Type,TC Reference No.,Face Value,Acquisition Date,Acquisition Price(%),Acquisition Amount,Capital Gain,Days of Holding Interest,Holding Interest Amount,Total Taxable Income,Tax Rate in %,Tax Amount
2,1700453,10000000000,20170913,113.6,11363000000,3000000,122,294230000,297230000,15,450000
