Transaction Status,Data Type,TD Reference ID,Trade Date,Settlement Date,BR Code,IM Code,Security Code,BUY/SELL,Price,Face Value,TD Reference No.
NEWM,1,,20170913,20170914,YJ001,GR003,PBS012,2,113.63,10000000000,1700452
